Project Name,Price,Client,State,OCID,Year,Status,Award Date,Location
Presentation Ceremony for Disability Empowerment Programme,"10,187,000.00",NEOTS LIMITED,Lagos,ocds-5q8fsw-6202235170843,2021.0,ACTIVE,"Friday, January 21, 2022","ALAUSA, IKEJA"
Procurement Installation of 45KVA Generator for LASODA,"7,595,000.00",NEOTS LIMITED,Lagos,ocds-5q8fsw-6202223834156,2021.0,COMPLETED,"Thursday, December 16, 2021","ALAUSA, IKEJA"
"Procurement of Laptops, Desktop Computers, Scanners and Printers","10,992,580.00",UNIQTRUST TECHNOLOGIES,Lagos,ocds-5q8fsw-6202235403860,2021.0,COMPLETED,"Monday, October 18, 2021",LAGOS STATE
Procurement of Furniture Equipment for LASODA,"3,812,000.00",HESBEE ENTERPRISES LIMITED,Lagos,ocds-5q8fsw-6202225073232,2021.0,COMPLETED,"Tuesday, September 28, 2021","ALAUSA, IKEJA"
Event Planning of the coordinaition of Environmental Impact Assessment Process in Lagos State,"12,415,000.00",TENNYFAD CATERING SERVICES,Lagos,ocds-5q8fsw-6202258661865,2021.0,COMPLETED,"Tuesday, August 3, 2021",LAGOS STATE
"Procurement of Assistive Devices for GM Head, PA Unit, LASODA.","2,361,500.00",G.O. DYNASTY,Lagos,ocds-5q8fsw-6202217832562,2021.0,COMPLETED,"Tuesday, September 28, 2021","ALAUSA, IKEJA"
Procurement of Office Items for Admin HR Dept. PA Units MRM A Dept.,"1,015,260.00",ALPHA LIQUID VENTURES,Lagos,ocds-5q8fsw-6202248164341,2021.0,COMPLETED,"Wednesday, September 22, 2021","ALAUSA, IKEJA"
Procurement of Assistive Devices Equipment to PWDs.,"44,371,000.00",LAURYNBANKY INTERNATIONAL COMPANY,Lagos,ocds-5q8fsw-6202275451806,2021.0,COMPLETED,"Tuesday, September 21, 2021","ALAUSA, IKEJA"
Construction of 3000 Nos of Reflective signages (2ft by 2.5ft) for Public awareness creation on Plastic waste Pollution Policy,"17,086,500.00",GANEE VENTURES NIG. LTD,Lagos,ocds-5q8fsw-6202261165361,2021.0,COMPLETED,"Friday, December 3, 2021",LAGOS STATE
"Procurement of Laptops, printers, Photocopiers and other office Equipment for Planning Unit","3,998,550.00",BASOG EQUIPMENT NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202206724426,2021.0,COMPLETED,"Monday, November 22, 2021",LAGOS STATE
Construction of warning  and awareness creation of signages on sanitation matters in the State,"4,944,500.00",STEZE GLOBAL RESOURCES LTD,Lagos,ocds-5q8fsw-6202213172822,2021.0,COMPLETED,"Monday, November 15, 2021",LAGOS STATE
Procurement of Equipment for collection of data for formulation of Policy and guideline for the protection of the Environment,"7,160,200.00",HORTON TIMS VENTURES,Lagos,ocds-5q8fsw-6202232020583,2021.0,COMPLETED,"Wednesday, September 22, 2021",LAGOS STATE
Procurement of Tools for the Maintenance of Sewer Networks at the Wastewater Treatment Plants and  Equipment for the Design Office at the Lagos State Wastewater Management Office,"2,243,267.74",STONEWORKS LIMITED,Lagos,ocds-5q8fsw-6202211082728,2021.0,COMPLETED,"Friday, July 23, 2021",LAGOS
Procurement of Protective Clothes and tools for Monitoring and Enforcement of Open Defecation in Lagos State,"6,916,480.00",CIVIL HYDRO RELIANCE LIMITED,Lagos,ocds-5q8fsw-6202253073515,2021.0,COMPLETED,"Wednesday, September 22, 2021",LAGOS STATE
Procurement on the Maintenance of Four (4) Utility Buses for Monitoring of the Environment for the months of January-June 2021,"1,878,800.00",CIVIL HYDRO RELIANCE LIMITED,Lagos,ocds-5q8fsw-6202212512004,2021.0,COMPLETED,"Tuesday, July 13, 2021",LAGOS
Event Planning for Training workshops/Stakeholders Engagement/sensitization for Gender based climate adaptation across three (3) Senatorial District in Lagos State,"6,200,000.00",OAKEN EVENTS LIMITED,Lagos,ocds-5q8fsw-6202212557245,2021.0,COMPLETED,"Tuesday, August 3, 2021",LAGOS
Procurement on the Maintenance of Alausa Sewer Network at the Secretariat Alausa Ikeja.,"23,814,176.46",SLITHERS NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202258785238,2021.0,COMPLETED,"Sunday, June 6, 2021",Unspecified
Event Planning of world Environment Day,"13,049,000.00",STEZE GLOBAL RESOURCES LTD,Lagos,ocds-5q8fsw-6202272164146,2021.0,COMPLETED,"Thursday, July 29, 2021",LAGOS
Procurement of four (4) Nos of fairly used suzuki Mini Buses- 2 WD Manual Transmission and other consolation Prizes for Sanitation Competition amongs LGs and LCDAs,"19,916,000.00",CIVIL HYDRO RELIANCE LIMITED,Lagos,ocds-5q8fsw-6202247265387,2021.0,COMPLETED,"Thursday, July 22, 2021",LAGOS
Renovation of storage Facility Ministry of the Environment and Water Resources,"8,625,013.72",STONEWORKS LIMITED,Lagos,ocds-5q8fsw-6202252213166,2021.0,COMPLETED,"Wednesday, April 7, 2021",IKEJA
Procurement of Stationery and other consumables for Planning Unit,"1,446,850.00",BASOG EQUIPMENT NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202251221885,2021.0,COMPLETED,"Tuesday, June 29, 2021",ALAUSA
PROCUREMENT ON THE RELIEF WORK ON SITED SEWER NETWORKS AND PROVISION OF MAINTENANCE TOOLS AT IPONRI WASTEWATER TREATMENT PLANT(WWPT)SURULERE,"7,560,911.56",STONEWORKS LIMITED,Lagos,ocds-5q8fsw-6202272082308,2021.0,COMPLETED,"Wednesday, March 31, 2021","SURULERE, LAGOS"
PROCUREMENT ON THE RELIEF WORK ON SITED SEWER NETWORKS AND PROVISION OF MAINTENANCE TOOLS AT IPONRI WASTEWATER TREAT B5MENT PLANT(WWPT)SURULERE,"4,994,380.13",CIVIL HYDRO RELIANCE LIMITED,Lagos,ocds-5q8fsw-6202255146388,2021.0,COMPLETED,"Wednesday, March 31, 2021","SURULERE, LAGOS"
"Annual Payment to LASG for the Lease and Redevelopment Plan of Government Staff Quarters Situated at 16, Sanni Adewale Str. Lagos Island Lagos into a Modern Shopping Plaza by CorporateBuildings Ltd Messrs  Amkab Property Ventures Jointly Executed on a Build, Operate and Transfer (B.O.T) Agreement","6,000,000.00",CORPORATE BUILDINGS LIMITED,Lagos,ocds-5q8fsw-6202211325256,2021.0,COMPLETED,"Monday, December 20, 2021",LAGOS ISLAND
"Renovation of the Lagos State Public Service Club Premises at Ikeja, Ikorodu and Badagry","77,542,988.80",MESSRS METROL FITTINGS AND ACESSORIES NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202284886028,2021.0,COMPLETED,"Tuesday, May 4, 2021",Unspecified
"Completion of Construction of LMDGP Building at Community Secondary School, Itire","360,939,446.31",MDD PROJECTS LIMITED,Lagos,ocds-5q8fsw-6202268436352,2022.0,NEW,"Friday, May 20, 2022","ITIRE, LAGOS"
Procurement of Science Materials for State Senior Secondary Schools for Year 2022 West African Secondary School Certificate (WASSC) for School Candidates Practical Examinations,"75,485,100.00",MCDONALD SCIENTIFIC EMPORIUM,Lagos,ocds-5q8fsw-6202230458057,2022.0,NEW,"Monday, April 25, 2022",LAGOS STATE
CONSTRUCTION OF 11 FLOOR LUXURY APARTMENTS AT ISALE-IGANGAN,"171,960,729.43",ANATOLIA INTERNATIONAL LIMITED,Lagos,ocds-5q8fsw-6202220120676,2022.0,ON-GOING,"Monday, April 11, 2022",LAGOS
"UPGRADING OF  THE NEWLY ACQUIRED LASURA PROPERTY AT 168/170 OBA AWOLOWO WAY,LAGOS","38,454,807.20",JIRE S PROPERTY COMPANY,Lagos,ocds-5q8fsw-6202218601713,2021.0,ON-GOING,"Monday, December 20, 2021","AWOLOWO WAY, LAGOS"
"Procurement of Computer accessories, consumables and tools Equipment for ICT","5,399,600.00",RUSHIESMART NIGERIA ENTERPRISES,Lagos,ocds-5q8fsw-6202286377442,2021.0,COMPLETED,"Thursday, May 20, 2021",LAGOS STATE
PREPARATION OF OBALENDE REDEVELOPMENT PLAN,"95,733,889.00",BELTON CONCEPTS LIMITED,Lagos,ocds-5q8fsw-6202248716206,2021.0,COMPLETED,"Tuesday, September 28, 2021","OBALENDE, LAGOS"
PROCUREMENT /OF OFFICE EQUIPMMENT/FURNITURE,"23,096,912.50",ORIGIN FURNITURE WAREHOUSE LIMITED,Lagos,ocds-5q8fsw-6202278325768,2021.0,COMPLETED,"Tuesday, September 7, 2021",IKEJA LAGOS
Hiring of Heavy duty Equipment for enforcement activities for Year 2021,"9,582,000.00",STONEWORKS LIMITED,Lagos,ocds-5q8fsw-6202216287556,2021.0,COMPLETED,"Sunday, April 18, 2021",LAGOS STATE
UPGRADING OF 2 ROADS IN SURULERE LOCAL GOVERNMENT AREA,"1,094,917,342.54",BASNAZ CONSTRUCTION LIMITED,Lagos,ocds-5q8fsw-6202257008161,2021.0,ON-GOING,"Monday, July 26, 2021","SURULERE, LAGOS"
UPGRADING OF 13 NO. ROADS IN SHOMOLU LOCAL GOVERNMENT AREA,"4,125,705,970.16",SAIL THROUGH CONSTRUCTION LIMITED,Lagos,ocds-5q8fsw-6202275764705,2021.0,ON-GOING,"Monday, July 26, 2021",Unspecified
Procurement of Office Furniture for the Ministry,"9,341,400.00",HORTON TIMS VENTURES,Lagos,ocds-5q8fsw-6202216655413,2021.0,COMPLETED,"Monday, May 10, 2021",LAGOS STATE
Enhancement and Distribution of Covid-19 Preventive Items for PWDs.,"3,660,000.00",G.O. DYNASTY,Lagos,ocds-5q8fsw-6202223155438,2021.0,COMPLETED,"Tuesday, December 21, 2021","ALAUSA, IKEJA"
UPGRADING OF 2 ROADS IN SURULERE LOCAL GOVERNMENT AREA,"939,974,369.46",CONSTENG LIMITED,Lagos,ocds-5q8fsw-6202220160400,2021.0,ON-GOING,"Monday, July 26, 2021","SURULERE, LAGOS"
Year 2021 Celebration of International Children s Day Celebrating Children Living with Disabilities,"5,350,000.00",NEOTS LIMITED,Lagos,ocds-5q8fsw-6202258337082,2021.0,COMPLETED,"Wednesday, July 28, 2021","ALAUSA, IKEJA"
PURCHASE OF NEW GENERATOR FOR LASURA HEADQUARTER,"28,671,681.12",UPPER CLASS BUSINESS VENTURES LIMITED,Lagos,ocds-5q8fsw-6202256101527,2021.0,COMPLETED,"Thursday, June 17, 2021",IKEJA LAGOS
Procurement of Office Equipment for office of Honourable Commissioner,"2,174,900.00",HORTON TIMS VENTURES,Lagos,ocds-5q8fsw-6202284137182,2021.0,COMPLETED,"Thursday, April 22, 2021",LAGOS STATE
Request for fund to organize Interactive Quiz Session b/w Students of Special and Ordinary school in Lagos State Pry Schools,"2,662,400.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-6202234231224,2021.0,COMPLETED,"Monday, August 23, 2021","ALAUSA, IKEJA"
SUPPLY OF OFFICE EQUIPMENT FOR LASURA HEADQUATER,"14,943,100.00",BELTON CONCEPTS LIMITED,Lagos,ocds-5q8fsw-6202256551446,2021.0,COMPLETED,"Thursday, June 17, 2021","IKEJA, LAGOS"
IDENTIFYING AND BRANDING OF LASURA PROPERTY AND SHOPS IN LAGOS ISLAND,"45,000,000.00",UPPER CLASS BUSINESS VENTURES LIMITED,Lagos,ocds-5q8fsw-6202263504005,2021.0,ON-GOING,"Monday, June 14, 2021",LAGOS ISLAND
"Request for fund to organize Ability Expo Trade Fair for PWDs to showcase their talents, products and services.","890,000.00",NEOTS LIMITED,Lagos,ocds-5q8fsw-6202255134732,2021.0,COMPLETED,"Wednesday, July 28, 2021","ALAUSA, IKEJA"
Procurement of Office Equipment for office of Permanent Secretary,"2,312,500.00",DI TRADING POST VENTURES,Lagos,ocds-5q8fsw-6202214048406,2021.0,COMPLETED,"Thursday, April 22, 2021",LAGOS STATE
REGENERATION STRATEGY FOR OTTO AND OTUMARA COMMUNITIES,"80,000,000.00",BELTON CONCEPTS LIMITED,Lagos,ocds-5q8fsw-6202287834130,2021.0,ON-GOING,"Monday, June 14, 2021",LAGOS
Y2021 Sign Language Training Workshop.,"2,133,250.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-6202201307800,2021.0,COMPLETED,"Monday, August 23, 2021","ALAUSA, IKEJA"
Procurement of Stationery and Consumables for Finance and Account Department,"2,496,300.00",QISTA TECHNOLOGIES,Lagos,ocds-5q8fsw-6202285147866,2021.0,COMPLETED,"Tuesday, April 6, 2021",LAGOS STATE
FOR PREPARATION OF PLANNING SCHEME FOR ALAUSA BLIGHTED SETTLEMENT IN LAGOS STATE.,"28,281,250.00",KADIRI ASSOCIATES LIMITED,Lagos,ocds-5q8fsw-6202207870174,2021.0,COMPLETED,"Friday, June 4, 2021",LAGOS
PROCUREMENT/SUPPLY OF TWO(2) MOTORCYCLES IN LASURA,"4,430,000.73",JIRE S PROPERTY COMPANY,Lagos,ocds-5q8fsw-6202247531257,2021.0,COMPLETED,"Friday, May 21, 2021",IKEJA LAGOS
"Procurement of Cleaning items, Uniforms and Overall Kits","1,987,800.00",CONSTELLATION GLOBAL VENTURES,Lagos,ocds-5q8fsw-6202276567126,2021.0,COMPLETED,"Tuesday, April 6, 2021",IKEJA LAGOS
SLUM IMPROVEMENT PLAN FOR IKOTA AND OLUSOSUN COMMUNITIES IN LAGOS ISLAND.,"173,500,000.00",URBAN PLANNING SMART SOLUTIONS LIMITED,Lagos,ocds-5q8fsw-6202237124433,2021.0,ON-GOING,"Monday, May 24, 2021",LAGOS ISLAND
"Procurement of Chemicals, Disinfectant Equipment and other Chemicals for Fumigation and Deratization","42,004,200.00",CIVIL HYDRO RELIANCE LIMITED,Lagos,ocds-5q8fsw-6202267646330,2021.0,COMPLETED,"Thursday, April 1, 2021",LAGOS STATE
Regeneration Plan for Shomolu/Bariga and Ifelodun/Ijora/Badia Community,"226,069,963.00",SANNI ASSOCIATES,Lagos,ocds-5q8fsw-6202206815833,2021.0,ON-GOING,"Monday, April 26, 2021",LAGOS
"Procurement of laptops, Office Equipment, dedicated Phones and Uniforms","6,751,900.00",DI TRADING POST VENTURES,Lagos,ocds-5q8fsw-6202203175833,2021.0,COMPLETED,"Monday, March 22, 2021",Unspecified
CONSULTING SERVICES ON PROVISION OF LEGAL ADVISORY AND DRAFTING OF LAW FOR LASUED.,"50,000,000.00",HENLEY BARKING L P,Lagos,ocds-5q8fsw-6202257655336,2021.0,COMPLETED,"Thursday, March 4, 2021",LAGOS
"Procurement of fumigation machine, vector controls chemicals, personal protective equipment and uniforms","7,652,000.00",OGS INTEGRATED SERVICES LTD,Lagos,ocds-5q8fsw-6202263065106,2021.0,COMPLETED,"Monday, March 22, 2021",LAGOS STATE
CONSULTING SERVICES ON PROVISION OF LEGAL ADVISORY AND DRAFTING OF LAW FOR LASUSTECH.,"50,000,000.00",HENLEY BARKING L P,Lagos,ocds-5q8fsw-6202248006127,2021.0,COMPLETED,"Thursday, March 4, 2021",LAGOS
SUPPLY OF BOOKS BEHIND THE STREET,"495,000,000.00",XS-PROFICIENT MEDIA SERVICES LIMITED,Lagos,ocds-5q8fsw-6202275027553,2021.0,COMPLETED,"Monday, April 12, 2021",LAGOS
DEVELOPMENT OF AN ULTRA - MODERN TECHNOLOGY HUB FOR LASU,"2,013,037,790.84",BROADACRES LIMITED,Lagos,ocds-5q8fsw-6202278373573,2021.0,ON-GOING,"Tuesday, December 21, 2021",LAGOS
Procurement of Public Address Equipment for indoor and Outside Usage,"1,993,000.00",MOLAB AND SONS NIG ENT,Lagos,ocds-5q8fsw-6202257167625,2021.0,COMPLETED,"Wednesday, March 3, 2021",IKEJA
PROCUREMENT OF ACCOUNTING EXPENSES FOR YEAR 2022,"1,990,000.00",RAWAQI LIMITED,Lagos,ocds-5q8fsw-6202252684375,2022.0,COMPLETED,"Thursday, March 31, 2022","YABA, LAGOS"
PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT (PPE) AND ADVERSE EVENT FOLLOWING IMMUNIZATION (AEFI) KITS FOR PHASE 3 COVID -19 VACCINATIONS IN LAGOS STATE,"72,983,650.00",A AND J NIGERIA ENTERPRISES,Lagos,ocds-5q8fsw-6202247883710,2022.0,COMPLETED,"Thursday, March 31, 2022","YABA, LAGOS"
RENOVATION OF THE RECEPTION/FRONT DESK OFFICE OF THE MINISTRY,"5,500,000.00",WINDSOR WOOD FURNITURE FITTINGS,Lagos,ocds-5q8fsw-6202286721510,2021.0,COMPLETED,"Wednesday, March 3, 2021",ALAUSA
THE SUPPLY INSTALLATION OF LED DOUBLE BUCK-HEAD COMBO RENEWABLE ENERGY STREET LIGHTING WITHIN LASU CAMPUS.,"348,600,000.00",4LOGIX LIMITED,Lagos,ocds-5q8fsw-6202248166110,2021.0,COMPLETED,"Tuesday, November 2, 2021",LAGOS
LAGOS STATE PARTICIPATION AT THE 2021 LAGOS INTERNATIONAL TRADE FAIR,"30,000,000.00",TMZ EVENT PLANNERS,Lagos,ocds-5q8fsw-6202226464731,2021.0,COMPLETED,"Friday, May 14, 2021",LAGOS
EDUDRAMA,"9,500,000.00",BACK2STAGE,Lagos,ocds-5q8fsw-6202287351180,2021.0,COMPLETED,"Wednesday, October 20, 2021",LAGOS
"PROCUREMENT OF PLASTIC CHAIRS, PLASTIC TABLE, MEGAPHONES AND CANOPIES (UNICEF SUPPORT FOR PHASE 3 COVID MASS VACCINATION IN LAGOS STATE)","29,943,000.00",RAWAQI LIMITED,Lagos,ocds-5q8fsw-6202276361163,2021.0,COMPLETED,"Wednesday, December 22, 2021","YABA, LAGOS"
REHABILITATION / UPGRADING OF 45 NOS PUBLIC LIBRARIES IN LAGOS SECONDARY SCHOOLS (PHASE 3).,"256,500,000.00",HYPERWORLD INT CO,Lagos,ocds-5q8fsw-6202257751005,2021.0,ON-GOING,"Wednesday, December 15, 2021",LAGOS
THE STAGING OF 6TH LAGOS STATE MSMEs EXCLUSIVE FAIR,"40,000,000.00",TMZ EVENT PLANNERS,Lagos,ocds-5q8fsw-6202242133005,2021.0,COMPLETED,"Wednesday, April 14, 2021",LAGOS
PURCHASE AND INSTALLATION OF MAGNETIC CONFERENCE SYSTEM IN THE MINISTRY,"2,304,000.00",VELPORT INTEGRATED SERVICES,Lagos,ocds-5q8fsw-6202237360408,2021.0,COMPLETED,"Thursday, April 8, 2021",ALAUSA
SUPPLY OF BOOKS BEHIND THE STREET,"15,000,000.00",XS-PROFICIENT MEDIA SERVICES LIMITED,Lagos,ocds-5q8fsw-6202238024814,2021.0,COMPLETED,"Monday, October 18, 2021",LAGOS
PROVISION OF UTILITY CROSS DUCTS ACROSS THE METROPOLIS (LOT 1),"18,481,263.88",EXIM SAT NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202230108103,2021.0,COMPLETED,"Monday, November 29, 2021","IKEJA, LAGOS"
TH DEVELOPMENT OF PHASE 1 TRUCK PARK FOR LEKKI FREE ZONE AXIS,"607,414,238.00",DOMINANT ENGINEERING LTD,Lagos,ocds-5q8fsw-6202225825607,2021.0,ONGOING,"Friday, August 20, 2021",LEKKI
REHABILITATION / UPGRADING OF 66 NOS PUBLIC LIBRARIES IN LAGOS SECONDARY SCHOOLS (PHASE 2),"495,000,000.00",HYPERWORLD INT CO,Lagos,ocds-5q8fsw-6202228516038,2021.0,COMPLETED,"Friday, August 13, 2021",LAGOS
THE CONVERSION OF PORTAKABINS INTO OFFICES AND PROVISION OF FURNITURE EQUIPMENT FOR ALIMOSHO AREA OFFICE,"16,642,701.73",MARKSEN PROJECTS LTD.,Lagos,ocds-5q8fsw-6202265378268,2021.0,ONGOING,"Friday, May 14, 2021","ALIMOSHO, LAGOS"
QUALITY CONTROL SYSTEM AND MANAGEMENT FOR TEMPERATURE EXCURSION FOR PHASE 3 COVID -19 VACCINATIONS IN LAGOS STATE,"12,540,000.00",PATH GLOBAL,Lagos,ocds-5q8fsw-6202210075238,2022.0,COMPLETED,"Tuesday, January 4, 2022","YABA, LAGOS"
EKO DIGITAL SKILLS PROGRAMME (PHASE 2),"220,000,000.00",ADVENT MANAGEMENT SOLUTION LIMITED,Lagos,ocds-5q8fsw-6202254204627,2021.0,COMPLETED,"Friday, August 13, 2021",LAGOS
PROCUREMENT OF CHRONICLE BOARDS TO BE PLACED AT THE CONFERENCE ROOM OF THE MINISTRY S,"450,000.00",DAPSY PRINTS CONCEPT,Lagos,ocds-5q8fsw-6202228646631,2021.0,COMPLETED,"Thursday, April 8, 2021",Unspecified
JOB INITIATIVE LAGOS PROGRAM (PHASE 2),"232,289,333.67",LOFTYINC ALLIED PARTNERS LIMITED,Lagos,ocds-5q8fsw-6202203228205,2021.0,COMPLETED,"Thursday, August 12, 2021",LAGOS
DIGITALIZATION OF MEDICAL SERVICES AND ELECTRONIC MEDICAL SYSTEM OF THE PRIMARY HEALTH CARE (PHC) FACILITIES IN  LAGOS STATE,"280,684,000.00",TALAMUS HEALTHCARE LTD,Lagos,ocds-5q8fsw-6202234727642,2022.0,COMPLETED,"Thursday, February 3, 2022","YABA, LAGOS"
DESIGN OF THE OSAE RESOURCE PORTAL,"14,200,000.00",GIGADOTSOLUTION,Lagos,ocds-5q8fsw-6202254600377,2021.0,COMPLETED,"Friday, June 25, 2021","ALAUSA, LAGOS"
CONSULTING SERVICES FOR HOSTING Y2021 OSAE FAMILY RETREAT,"3,255,000.00",CODEBASE DERIVATIVES WAREHOUSE LIMITED,Lagos,ocds-5q8fsw-6202251221534,2021.0,COMPLETED,"Wednesday, June 16, 2021","ALAUSA, LAGOS"
RENOVATION OF IGBONLA PRIMARY HEALTH CARE CENTRE (PHCC) EREDO LCDA,"72,557,943.98",GAKWORLD NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202285582340,2021.0,COMPLETED,"Friday, October 1, 2021","EREDO, LAGOS"
RENOVATION OF SOLU-ALADE PRIMARY HEALTH CARE CENTRE (PHCC) IN IBEJU LEKKI LG,"97,286,595.71",DEE MUFAT RESOURCES LIMITED,Lagos,ocds-5q8fsw-6202251571168,2021.0,COMPLETED,"Friday, October 1, 2021","LEKKI, LAGOS"
REHABILITATION / UPGRADING OF 66 NOS PUBLIC LIBRARIES IN LAGOS SECONDARY SCHOOLS (PHASE 1),"495,000,000.00",HYPERWORLD INT CO,Lagos,ocds-5q8fsw-6202210800515,2021.0,COMPLETED,"Thursday, April 15, 2021",LAGOS
PUSH VACCINES FOR PHASE 2(FIRST DOSE) COVID-19 MODERNA CONSIGNMENT VACCINATION IN LAGOS STATE,"5,551,599.88",GAKWORLD NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202205146332,2021.0,COMPLETED,"Tuesday, December 21, 2021","YABA, LAGOS"
JOB INITIATIVE LAGOS PROGRAM (PHASE 1),"232,289,333.67",LOFTYINC ALLIED PARTNERS LIMITED,Lagos,ocds-5q8fsw-6202263304368,2021.0,COMPLETED,"Thursday, March 11, 2021","ALAUSA, LAGOS"
EKO DIGITAL SKILLS PROGRAMME (PHASE 1),"265,250,000.00",ADVENT MANAGEMENT SOLUTION LIMITED,Lagos,ocds-5q8fsw-6202215203855,2021.0,COMPLETED,"Wednesday, March 10, 2021","ALAUSA, IKEJA"
PUSH VACCINES FOR PHASE 2 (SECOND DOSE) COVID-19 VACCINATION IN LAGOS STATE,"7,123,320.25",GAKWORLD NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202221644651,2021.0,COMPLETED,"Tuesday, December 21, 2021","YABA, LAGOS"
PROCUREMENT OF PERSONAL PROTECTIVE EQUIPMENT (PPE) FOR PHASE 2 (SECOND DOSE) COVID-19 VACCINATION IN LAGOS STATE,"41,661,500.00",MEXZEN PHARMACEUTICAL AND CHEMICAL INDUSTRIES LIMITED,Lagos,ocds-5q8fsw-6202253830645,2021.0,COMPLETED,"Friday, December 24, 2021","YABA, LAGOS"
ENGAGEMENT OF INTERNAL ANALYST FOR PPP-BASED PROJECTS WITHIN THE OFFICE OF PUBLIC-PRIVATE PARTNERSHIPS,"21,000,000.00",INDIVIDUAL CONSULTANTS,Lagos,ocds-5q8fsw-6202288671722,2022.0,ONGOING,"Monday, March 28, 2022",OPPP
THE PROVISION OF FINANCIAL ADVISORY SERVICES ON PPP-RELATED PROJECTS DOMICILED IN THE OFFICE OF PUBLIC-PRIVATE PARTNERSHIPS,"50,000,000.00",SYNONYMOUS SOLUTION LIMITED,Lagos,ocds-5q8fsw-6202255228084,2021.0,COMPLETED,"Thursday, September 23, 2021",OPPP
REVAMPING THE WEBSITE AND INTEGRATING A PAYMENT GATEWAY FOR THE OFFICE OF PUBLIC-PRIVATE PARTNERSHIPS,"9,997,500.00",QISTA TECHNOLOGIES,Lagos,ocds-5q8fsw-6202258502656,2021.0,COMPLETED,"Tuesday, August 3, 2021",OPPP
THE PROVISION OF TECHNICAL ADVISORY SERVICES ON PPP-RELATED PROJECTS DOMICILED IN THE OFFICE OF PUBLIC-PRIVATE PARTNERSHIPS,"49,890,000.00",MCOLIVIA CONSULTING LIMITED*,Lagos,ocds-5q8fsw-6202212172575,2021.0,ONGOING,"Thursday, September 23, 2021",OPPP
THE PROVISION OF LEGAL ADVISORY SERVICES ON PPP-RELATED PROJECTS DOMICILED IN THE OFFICE OF PUBLIC-PRIVATE PARTNERSHIPS,"53,000,000.00",LIBRA LAW OFFICE,Lagos,ocds-5q8fsw-6202270511228,2021.0,COMPLETED,"Thursday, September 23, 2021",OPPP
THE DEMOLITION OF EXISTING BUILDINGS ON THE PROJECT SITE OF THE LAGOS MEDICAL PARK,"70,998,375.00",MUMAY GLOBAL ENGINEERING SERVICES LTD,Lagos,ocds-5q8fsw-6202207361717,2021.0,ONGOING,"Tuesday, August 3, 2021",LAGOS
STATE AND LGA LEVEL CAPACITY BUILDING ON THE IMPLEMENTATION OF BASIC HEALTH CARE PROVISION FUNDS IN LAGOS (EVENT PLANNING FOR CAPACITY BUILDING FOR BASIC HEALTH PROVISION FUND,"33,641,000.00",JAY N EFF EVENT PLANNERS,Lagos,ocds-5q8fsw-6202263301514,2021.0,COMPLETED,"Friday, November 19, 2021","YABA, LAGOS"
PROCUREMENT OF MEDICAL CONSUMABLE AND PERSONAL PROTECTIVE EQUIPMENT FOR THE CONTAINMENT OF THIRD WAVE OF COVID -19 PANDEMIC AT THE LGAS IN LAGOS STATE FOR THREE(3 MONTHS),"14,997,200.00",MEXZEN PHARMACEUTICAL AND CHEMICAL INDUSTRIES LIMITED,Lagos,ocds-5q8fsw-6202200553726,2021.0,COMPLETED,"Friday, November 19, 2021","YABA, LAGOS"
PROCUREMENT OF PRINTER TONERS,"1,122,000.00",KINGSTON TECHNOLOGIES LTD,Lagos,ocds-5q8fsw-6202275610515,2021.0,COMPLETED,"Wednesday, August 11, 2021","YABA, LAGOS"
REHABILITATION OF REFRIGERATING UNIT AND RENOVATION OF MAIN BUILDING AT THE STATE NPI COLD STORE,"14,961,279.00",GAKWORLD NIGERIA LIMITED,Lagos,ocds-5q8fsw-6202240526013,2021.0,COMPLETED,"Wednesday, August 11, 2021","YABA, LAGOS"
PROCUREMENT OF PADIATRIC ZINC/LOW OSMOLARITY ORS CO-PACK TABLETS FOR THE PRIMARY HEALTH CARE CENTRES IN THE 57 LGAS/LCDAS IN LAGOS STATE,"9,237,987.00",MEXZEN PHARMACEUTICAL AND CHEMICAL INDUSTRIES LIMITED,Lagos,ocds-5q8fsw-6202255876775,2021.0,COMPLETED,"Wednesday, August 11, 2021","YABA, LAGOS"
